indices,value,var,var_percentage,high,low,date
BET-XT USD,595.42,-0.82,-0.14,0.0,0.0,2023-04-09
BET-XT-TR USD,1525.61,-2.16,-0.14,0.0,0.0,2023-04-09
BET-NG USD,526.56,-0.65,-0.12,0.0,0.0,2023-04-09
BET-BK USD,1449.54,-3.41,-0.23,0.0,0.0,2023-04-09
BET-TRN USD,17966.1,-20.87,-0.12,0.0,0.0,2023-04-09
BET-XT-TRN USD,1516.21,-2.14,-0.14,0.0,0.0,2023-04-09
BET EUR,8635.57,4.73,0.05,0.0,0.0,2023-04-09
BET-TR EUR,22159.6,11.27,0.05,0.0,0.0,2023-04-09
BETPlus EUR,1624.68,0.98,0.06,0.0,0.0,2023-04-09
BET-FI EUR,22252.06,-38.06,-0.17,0.0,0.0,2023-04-09
BET-XT EUR,748.91,0.22,0.03,0.0,0.0,2023-04-09
BET-XT-TR EUR,1890.29,0.49,0.03,0.0,0.0,2023-04-09
BET-NG EUR,662.92,0.29,0.04,0.0,0.0,2023-04-09
BET-BK EUR,2005.12,-1.35,-0.07,0.0,0.0,2023-04-09
BET-TRN EUR,22159.6,11.27,0.05,0.0,0.0,2023-04-09
BET-XT-TRN EUR,1878.5,0.49,0.03,0.0,0.0,2023-04-09
BET LEI,12285.1,-12.18,-0.1,12316.38,12242.75,2023-04-10
BET-TR LEI,24409.71,-12.23,-0.05,24466.18,24323.44,2023-04-10
BETPlus LEI,1830.73,-2.07,-0.11,1835.76,1824.48,2023-04-10
BET-FI LEI,50893.48,17.21,0.03,50928.15,50460.25,2023-04-10
ROTX LEI,27133.76,-67.1,-0.25,27211.89,27056.37,2023-04-10
BET-XT LEI,1072.15,-1.37,-0.13,1074.18,1068.53,2023-04-10
BET-XT-TR LEI,2111.46,-0.38,-0.02,2115.07,2104.19,2023-04-10
BET-NG LEI,948.39,-0.78,-0.08,950.3,942.72,2023-04-10
BET-BK LEI,2328.49,-8.97,-0.38,2338.71,2325.17,2023-04-10
BET-TRN LEI,24244.38,-13.11,-0.05,24300.94,24158.87,2023-04-10
BET-XT-TRN LEI,2098.29,-0.57,-0.03,2101.92,2091.09,2023-04-10
BET USD,1987.79,-3.09,-0.16,0.0,0.0,2023-04-10
BET-TR USD,18068.71,-19.21,-0.11,0.0,0.0,2023-04-10
BETPlus USD,1270.8,-2.15,-0.17,0.0,0.0,2023-04-10
BET-FI USD,27168.33,-6.07,-0.02,0.0,0.0,2023-04-10
BET-XT USD,594.33,-1.09,-0.18,0.0,0.0,2023-04-10
BET-XT-TR USD,1524.48,-1.13,-0.07,0.0,0.0,2023-04-10
BET-NG USD,525.83,-0.73,-0.14,0.0,0.0,2023-04-10
BET-BK USD,1443.17,-6.37,-0.44,0.0,0.0,2023-04-10
BET-TRN USD,17946.31,-19.79,-0.11,0.0,0.0,2023-04-10
BET-XT-TRN USD,1514.95,-1.26,-0.08,0.0,0.0,2023-04-10
BET EUR,8616.59,-18.98,-0.22,0.0,0.0,2023-04-10
BET-TR EUR,22121.73,-37.87,-0.17,0.0,0.0,2023-04-10
BETPlus EUR,1620.88,-3.8,-0.23,0.0,0.0,2023-04-10
BET-FI EUR,22232.68,-19.38,-0.09,0.0,0.0,2023-04-10
BET-XT EUR,747.05,-1.86,-0.25,0.0,0.0,2023-04-10
BET-XT-TR EUR,1887.67,-2.62,-0.14,0.0,0.0,2023-04-10
BET-NG EUR,661.57,-1.35,-0.2,0.0,0.0,2023-04-10
BET-BK EUR,1995.01,-10.11,-0.5,0.0,0.0,2023-04-10
BET-TRN EUR,22121.73,-37.87,-0.17,0.0,0.0,2023-04-10
BET-XT-TRN EUR,1875.72,-2.78,-0.15,0.0,0.0,2023-04-10
BET LEI,12229.51,-55.59,-0.45,12328.55,12225.8,2023-04-11
BET-TR LEI,24301.23,-108.48,-0.44,24494.14,24293.73,2023-04-11
BETPlus LEI,1822.25,-8.48,-0.46,1836.54,1821.67,2023-04-11
BET-FI LEI,50968.9,75.42,0.15,51095.3,50565.4,2023-04-11
ROTX LEI,27061.16,-72.6,-0.27,27230.68,27040.04,2023-04-11
BET-XT LEI,1068.79,-3.36,-0.31,1075.49,1068.6,2023-04-11
BET-XT-TR LEI,2104.93,-6.53,-0.31,2117.95,2104.55,2023-04-11
BET-NG LEI,943.58,-4.81,-0.51,950.18,942.93,2023-04-11
BET-BK LEI,2330.33,1.84,0.08,2338.01,2324.84,2023-04-11
BET-TRN LEI,24136.47,-107.91,-0.45,24328.4,24129.04,2023-04-11
BET-XT-TRN LEI,2091.8,-6.49,-0.31,2104.75,2091.42,2023-04-11
BET USD,1967.75,-20.04,-1.01,0.0,0.0,2023-04-11
BET-TR USD,17887.96,-180.75,-1.0,0.0,0.0,2023-04-11
BETPlus USD,1257.85,-12.95,-1.02,0.0,0.0,2023-04-11
BET-FI USD,27056.66,-111.67,-0.41,0.0,0.0,2023-04-11
BET-XT USD,589.16,-5.17,-0.87,0.0,0.0,2023-04-11
BET-XT-TR USD,1511.28,-13.2,-0.87,0.0,0.0,2023-04-11
BET-NG USD,520.24,-5.59,-1.06,0.0,0.0,2023-04-11
BET-BK USD,1436.25,-6.92,-0.48,0.0,0.0,2023-04-11
BET-TRN USD,17766.67,-179.64,-1.0,0.0,0.0,2023-04-11
BET-XT-TRN USD,1501.83,-13.12,-0.87,0.0,0.0,2023-04-11
BET EUR,8567.93,-48.66,-0.56,0.0,0.0,2023-04-11
BET-TR EUR,21998.6,-123.13,-0.56,0.0,0.0,2023-04-11
BETPlus EUR,1611.55,-9.33,-0.58,0.0,0.0,2023-04-11
BET-FI EUR,22240.54,7.86,0.04,0.0,0.0,2023-04-11
BET-XT EUR,743.87,-3.18,-0.43,0.0,0.0,2023-04-11
BET-XT-TR EUR,1879.71,-7.96,-0.42,0.0,0.0,2023-04-11
BET-NG EUR,657.47,-4.1,-0.62,0.0,0.0,2023-04-11
BET-BK EUR,1994.34,-0.67,-0.03,0.0,0.0,2023-04-11
BET-TRN EUR,21998.6,-123.13,-0.56,0.0,0.0,2023-04-11
BET-XT-TRN EUR,1867.81,-7.91,-0.42,0.0,0.0,2023-04-11
BET LEI,12133.87,-95.64,-0.78,12279.52,12133.87,2023-04-12
BET-TR LEI,24112.85,-188.38,-0.78,24399.05,24112.85,2023-04-12
BETPlus LEI,1808.95,-13.3,-0.73,1829.83,1808.95,2023-04-12
BET-FI LEI,50906.84,-62.06,-0.12,51146.61,50634.74,2023-04-12
ROTX LEI,26990.31,-70.85,-0.26,27169.24,26948.98,2023-04-12
BET-XT LEI,1060.8,-7.99,-0.75,1073.05,1060.8,2023-04-12
BET-XT-TR LEI,2089.29,-15.64,-0.74,2113.21,2089.29,2023-04-12
BET-NG LEI,936.5,-7.08,-0.75,947.65,936.5,2023-04-12
BET-BK LEI,2310.65,-19.68,-0.84,2338.92,2310.65,2023-04-12
BET-TRN LEI,23949.23,-187.24,-0.78,24233.76,23949.23,2023-04-12
BET-XT-TRN LEI,2076.25,-15.55,-0.74,2100.04,2076.25,2023-04-12
BET USD,1971.97,4.22,0.21,0.0,0.0,2023-04-12
BET-TR USD,17927.56,39.6,0.22,0.0,0.0,2023-04-12
BETPlus USD,1261.21,3.36,0.27,0.0,0.0,2023-04-12
BET-FI USD,27295.13,238.47,0.88,0.0,0.0,2023-04-12
BET-XT USD,590.63,1.47,0.25,0.0,0.0,2023-04-12
BET-XT-TR USD,1515.12,3.84,0.25,0.0,0.0,2023-04-12
BET-NG USD,521.52,1.28,0.25,0.0,0.0,2023-04-12
BET-BK USD,1438.42,2.17,0.15,0.0,0.0,2023-04-12
BET-TRN USD,17805.9,39.23,0.22,0.0,0.0,2023-04-12
BET-XT-TRN USD,1505.64,3.81,0.25,0.0,0.0,2023-04-12
BET EUR,8511.72,-56.21,-0.66,0.0,0.0,2023-04-12
BET-TR EUR,21855.78,-142.82,-0.65,0.0,0.0,2023-04-12
BETPlus EUR,1601.82,-9.73,-0.6,0.0,0.0,2023-04-12
BET-FI EUR,22241.66,1.12,0.01,0.0,0.0,2023-04-12
BET-XT EUR,739.25,-4.62,-0.62,0.0,0.0,2023-04-12
BET-XT-TR EUR,1868.11,-11.6,-0.62,0.0,0.0,2023-04-12
BET-NG EUR,653.37,-4.1,-0.62,0.0,0.0,2023-04-12
BET-BK EUR,1980.01,-14.33,-0.72,0.0,0.0,2023-04-12
BET-TRN EUR,21855.78,-142.82,-0.65,0.0,0.0,2023-04-12
BET-XT-TRN EUR,1856.28,-11.53,-0.62,0.0,0.0,2023-04-12
BET LEI,12163.01,29.14,0.24,12195.28,12133.87,2023-04-13
BET-TR LEI,24290.71,177.86,0.74,24345.25,24112.85,2023-04-13
BETPlus LEI,1813.18,4.23,0.23,1817.57,1808.95,2023-04-13
BET-FI LEI,50718.19,-188.65,-0.37,51027.58,50647.22,2023-04-13
ROTX LEI,27067.88,77.57,0.29,27112.41,26928.71,2023-04-13
BET-XT LEI,1062.34,1.54,0.15,1066.41,1060.57,2023-04-13
BET-XT-TR LEI,2103.22,13.93,0.67,2107.18,2089.29,2023-04-13
BET-NG LEI,936.94,0.44,0.05,941.4,927.41,2023-04-13
BET-BK LEI,2314.96,4.31,0.19,2325.67,2310.65,2023-04-13
BET-TRN LEI,24115.75,166.52,0.7,24169.88,23949.23,2023-04-13
BET-XT-TRN LEI,2089.17,12.92,0.62,2093.08,2076.25,2023-04-13
BET USD,1964.18,-7.79,-0.4,0.0,0.0,2023-04-13
BET-TR USD,17945.35,17.79,0.1,0.0,0.0,2023-04-13
BETPlus USD,1256.15,-5.06,-0.4,0.0,0.0,2023-04-13
BET-FI USD,27021.65,-273.48,-1.0,0.0,0.0,2023-04-13
BET-XT USD,587.74,-2.89,-0.49,0.0,0.0,2023-04-13
BET-XT-TR USD,1515.56,0.44,0.03,0.0,0.0,2023-04-13
BET-NG USD,518.46,-3.06,-0.59,0.0,0.0,2023-04-13
BET-BK USD,1431.97,-6.45,-0.45,0.0,0.0,2023-04-13
BET-TRN USD,17816.08,10.18,0.06,0.0,0.0,2023-04-13
BET-XT-TRN USD,1505.41,-0.23,-0.02,0.0,0.0,2023-04-13
BET EUR,8535.26,23.54,0.28,0.0,0.0,2023-04-13
BET-TR EUR,22024.98,169.2,0.77,0.0,0.0,2023-04-13
BETPlus EUR,1606.15,4.33,0.27,0.0,0.0,2023-04-13
BET-FI EUR,22167.28,-74.38,-0.33,0.0,0.0,2023-04-13
BET-XT EUR,740.59,1.34,0.18,0.0,0.0,2023-04-13
BET-XT-TR EUR,1881.25,13.14,0.7,0.0,0.0,2023-04-13
BET-NG EUR,653.91,0.54,0.08,0.0,0.0,2023-04-13
